trip_id,stop_id,next_stop_id,travel_time,u,v
4_I14-062_2023I14_1_1_4__6_2__,par_4_114,par_4_113,117.0,118,117
4_I14-062_2023I14_1_1_4__6_2__,par_4_113,par_4_112,103.0,117,116
4_I14-062_2023I14_1_1_4__6_2__,par_4_112,par_4_111,121.0,116,115
4_I14-062_2023I14_1_1_4__6_2__,par_4_111,par_4_259,111.0,115,135
4_I14-062_2023I14_1_1_4__6_2__,par_4_259,par_4_110,94.0,135,114
4_I14-062_2023I14_1_1_4__6_2__,par_4_110,par_4_109,139.0,114,113
4_I14-062_2023I14_1_1_4__6_2__,par_4_109,par_4_108,134.0,113,112
4_I14-062_2023I14_1_1_4__6_2__,par_4_108,par_4_107,98.0,112,111
4_I14-062_2023I14_1_1_4__6_2__,par_4_107,par_4_106,107.0,111,110
4_I14-062_2023I14_1_1_4__6_2__,par_4_106,par_4_105,126.0,110,109
4_I14-062_2023I14_1_1_4__6_2__,par_4_105,par_4_104,98.0,109,108
4_I14-071_2023I14_1_1_4__7_A__,par_4_286,par_4_132,123.0,159,136
4_I14-071_2023I14_1_1_4__7_A__,par_4_132,par_4_133,113.0,136,137
4_I14-071_2023I14_1_1_4__7_A__,par_4_133,par_4_134,110.0,137,138
4_I14-071_2023I14_1_1_4__7_A__,par_4_134,par_4_135,105.0,138,139
4_I14-071_2023I14_1_1_4__7_A__,par_4_135,par_4_136,102.0,139,140
4_I14-071_2023I14_1_1_4__7_A__,par_4_136,par_4_137,93.0,140,141
4_I14-071_2023I14_1_1_4__7_A__,par_4_137,par_4_138,126.0,141,142
4_I14-071_2023I14_1_1_4__7_A__,par_4_138,par_4_139,120.0,142,143
4_I14-071_2023I14_1_1_4__7_A__,par_4_139,par_4_140,93.0,143,144
4_I14-071_2023I14_1_1_4__7_A__,par_4_140,par_4_141,94.0,144,145
4_I14-071_2023I14_1_1_4__7_A__,par_4_141,par_4_142,141.0,145,146
4_I14-071_2023I14_1_1_4__7_A__,par_4_142,par_4_143,81.0,146,147
4_I14-071_2023I14_1_1_4__7_A__,par_4_143,par_4_144,62.0,147,148
4_I14-071_2023I14_1_1_4__7_A__,par_4_144,par_4_145,98.0,148,149
4_I14-071_2023I14_1_1_4__7_A__,par_4_145,par_4_146,190.0,149,150
4_I14-071_2023I14_1_1_4__7_A__,par_4_146,par_4_147,147.0,150,151
4_I14-071_2023I14_1_1_4__7_A__,par_4_147,par_4_148,155.0,151,152
4_I14-071_2023I14_1_1_4__7_A__,par_4_148,par_4_149,115.0,152,153
4_I14-071_2023I14_1_1_4__7_A__,par_4_149,par_4_150,85.0,153,154
4_I14-071_2023I14_1_1_4__7_A__,par_4_150,par_4_151,71.0,154,155
4_I14-071_2023I14_1_1_4__7_A__,par_4_151,par_4_152,88.0,155,156
4_I14-071_2023I14_1_1_4__7_A__,par_4_152,par_4_153,91.0,156,157
4_I14-071_2023I14_1_1_4__7_A__,par_4_153,par_4_154,73.0,157,158
4_I14-071_2023I14_2_1_4__7_A__,par_4_154,par_4_153,73.0,158,157
4_I14-071_2023I14_2_1_4__7_A__,par_4_153,par_4_152,91.0,157,156
4_I14-071_2023I14_2_1_4__7_A__,par_4_152,par_4_151,89.0,156,155
4_I14-071_2023I14_2_1_4__7_A__,par_4_151,par_4_150,70.0,155,154
4_I14-071_2023I14_2_1_4__7_A__,par_4_150,par_4_149,86.0,154,153
4_I14-071_2023I14_2_1_4__7_A__,par_4_149,par_4_148,114.0,153,152
4_I14-071_2023I14_2_1_4__7_A__,par_4_148,par_4_147,156.0,152,151
4_I14-071_2023I14_2_1_4__7_A__,par_4_147,par_4_146,147.0,151,150
4_I14-071_2023I14_2_1_4__7_A__,par_4_146,par_4_145,189.0,150,149
4_I14-071_2023I14_2_1_4__7_A__,par_4_145,par_4_144,99.0,149,148
4_I14-071_2023I14_2_1_4__7_A__,par_4_144,par_4_143,61.0,148,147
4_I14-071_2023I14_2_1_4__7_A__,par_4_143,par_4_142,81.0,147,146
4_I14-071_2023I14_2_1_4__7_A__,par_4_142,par_4_141,141.0,146,145
4_I14-071_2023I14_2_1_4__7_A__,par_4_141,par_4_140,95.0,145,144
4_I14-071_2023I14_2_1_4__7_A__,par_4_140,par_4_139,93.0,144,143
4_I14-071_2023I14_2_1_4__7_A__,par_4_139,par_4_138,120.0,143,142
4_I14-071_2023I14_2_1_4__7_A__,par_4_138,par_4_137,126.0,142,141
4_I14-071_2023I14_2_1_4__7_A__,par_4_137,par_4_136,92.0,141,140
4_I14-071_2023I14_2_1_4__7_A__,par_4_136,par_4_135,102.0,140,139
4_I14-071_2023I14_2_1_4__7_A__,par_4_135,par_4_134,106.0,139,138
4_I14-071_2023I14_2_1_4__7_A__,par_4_134,par_4_133,109.0,138,137
4_I14-071_2023I14_2_1_4__7_A__,par_4_133,par_4_132,113.0,137,136
4_I14-071_2023I14_2_1_4__7_A__,par_4_132,par_4_286,123.0,136,159
4_I14-072_2023I14_1_1_4__7_B__,par_4_296,par_4_292,75.0,166,165
4_I14-072_2023I14_1_1_4__7_B__,par_4_292,par_4_291,91.0,165,164
4_I14-072_2023I14_1_1_4__7_B__,par_4_291,par_4_290,124.0,164,163
4_I14-072_2023I14_1_1_4__7_B__,par_4_290,par_4_289,120.0,163,162
4_I14-072_2023I14_1_1_4__7_B__,par_4_289,par_4_288,144.0,162,161
4_I14-072_2023I14_1_1_4__7_B__,par_4_288,par_4_287,75.0,161,160
4_I14-072_2023I14_1_1_4__7_B__,par_4_287,par_4_286,317.0,160,159
4_I14-072_2023I14_2_1_4__7_B__,par_4_286,par_4_287,316.0,159,160
4_I14-072_2023I14_2_1_4__7_B__,par_4_287,par_4_288,75.0,160,161
4_I14-072_2023I14_2_1_4__7_B__,par_4_288,par_4_289,144.0,161,162
4_I14-072_2023I14_2_1_4__7_B__,par_4_289,par_4_290,120.0,162,163
4_I14-072_2023I14_2_1_4__7_B__,par_4_290,par_4_291,125.0,163,164
4_I14-072_2023I14_2_1_4__7_B__,par_4_291,par_4_292,91.0,164,165
4_I14-072_2023I14_2_1_4__7_B__,par_4_292,par_4_296,75.0,165,166
4_I14-091_2023I14_1_1_4__9_A__,par_4_345,par_4_326,199.0,203,202
4_I14-091_2023I14_1_1_4__9_A__,par_4_326,par_4_161,160.0,202,175
4_I14-091_2023I14_1_1_4__9_A__,par_4_161,par_4_162,129.0,175,176
4_I14-091_2023I14_1_1_4__9_A__,par_4_162,par_4_163,139.0,176,177
4_I14-091_2023I14_1_1_4__9_A__,par_4_163,par_4_164,117.0,177,178
4_I14-091_2023I14_1_1_4__9_A__,par_4_164,par_4_165,83.0,178,179
4_I14-091_2023I14_1_1_4__9_A__,par_4_165,par_4_166,101.0,179,180
4_I14-091_2023I14_1_1_4__9_A__,par_4_166,par_4_167,95.0,180,181
4_I14-091_2023I14_1_1_4__9_A__,par_4_167,par_4_168,97.0,181,182
4_I14-091_2023I14_1_1_4__9_A__,par_4_168,par_4_169,96.0,182,183
4_I14-091_2023I14_1_1_4__9_A__,par_4_169,par_4_170,97.0,183,184
4_I14-091_2023I14_1_1_4__9_A__,par_4_170,par_4_171,98.0,184,185
4_I14-091_2023I14_1_1_4__9_A__,par_4_171,par_4_172,109.0,185,186
4_I14-091_2023I14_1_1_4__9_A__,par_4_172,par_4_173,96.0,186,187
4_I14-091_2023I14_1_1_4__9_A__,par_4_173,par_4_174,129.0,187,188
4_I14-091_2023I14_1_1_4__9_A__,par_4_174,par_4_175,113.0,188,189
4_I14-091_2023I14_1_1_4__9_A__,par_4_175,par_4_176,121.0,189,190
4_I14-091_2023I14_1_1_4__9_A__,par_4_176,par_4_177,116.0,190,191
4_I14-091_2023I14_1_1_4__9_A__,par_4_177,par_4_178,126.0,191,192
4_I14-091_2023I14_1_1_4__9_A__,par_4_178,par_4_179,189.0,192,193
4_I14-091_2023I14_1_1_4__9_A__,par_4_179,par_4_180,187.0,193,194
4_I14-091_2023I14_1_1_4__9_A__,par_4_180,par_4_181,68.0,194,195
4_I14-091_2023I14_1_1_4__9_A__,par_4_181,par_4_182,88.0,195,196
4_I14-091_2023I14_2_1_4__9_A__,par_4_182,par_4_181,88.0,196,195
4_I14-091_2023I14_2_1_4__9_A__,par_4_181,par_4_180,68.0,195,194
4_I14-091_2023I14_2_1_4__9_A__,par_4_180,par_4_179,187.0,194,193
4_I14-091_2023I14_2_1_4__9_A__,par_4_179,par_4_178,189.0,193,192
4_I14-091_2023I14_2_1_4__9_A__,par_4_178,par_4_177,126.0,192,191
4_I14-091_2023I14_2_1_4__9_A__,par_4_177,par_4_176,116.0,191,190
4_I14-091_2023I14_2_1_4__9_A__,par_4_176,par_4_175,121.0,190,189
4_I14-091_2023I14_2_1_4__9_A__,par_4_175,par_4_174,113.0,189,188
4_I14-091_2023I14_2_1_4__9_A__,par_4_174,par_4_173,128.0,188,187
4_I14-091_2023I14_2_1_4__9_A__,par_4_173,par_4_172,96.0,187,186
4_I14-091_2023I14_2_1_4__9_A__,par_4_172,par_4_171,110.0,186,185
4_I14-091_2023I14_2_1_4__9_A__,par_4_171,par_4_170,98.0,185,184
4_I14-091_2023I14_2_1_4__9_A__,par_4_170,par_4_169,97.0,184,183
4_I14-091_2023I14_2_1_4__9_A__,par_4_169,par_4_168,96.0,183,182
4_I14-091_2023I14_2_1_4__9_A__,par_4_168,par_4_167,97.0,182,181
4_I14-091_2023I14_2_1_4__9_A__,par_4_167,par_4_166,95.0,181,180
4_I14-091_2023I14_2_1_4__9_A__,par_4_166,par_4_165,101.0,180,179
4_I14-091_2023I14_2_1_4__9_A__,par_4_165,par_4_164,83.0,179,178
4_I14-091_2023I14_2_1_4__9_A__,par_4_164,par_4_163,117.0,178,177
4_I14-091_2023I14_2_1_4__9_A__,par_4_163,par_4_162,138.0,177,176
4_I14-091_2023I14_2_1_4__9_A__,par_4_162,par_4_161,129.0,176,175
4_I14-091_2023I14_2_1_4__9_A__,par_4_161,par_4_326,161.0,175,202
4_I14-091_2023I14_2_1_4__9_A__,par_4_326,par_4_345,199.0,202,203
4_I14-092_2023I14_1_1_4__9_B__,par_4_182,par_4_183,383.0,196,197
4_I14-092_2023I14_1_1_4__9_B__,par_4_183,par_4_300,234.0,197,201
4_I14-092_2023I14_1_1_4__9_B__,par_4_300,par_4_184,105.0,201,198
4_I14-092_2023I14_1_1_4__9_B__,par_4_184,par_4_185,290.0,198,199
4_I14-092_2023I14_1_1_4__9_B__,par_4_185,par_4_186,246.0,199,200
4_I14-092_2023I14_2_1_4__9_B__,par_4_186,par_4_185,245.0,200,199
4_I14-092_2023I14_2_1_4__9_B__,par_4_185,par_4_184,291.0,199,198
4_I14-092_2023I14_2_1_4__9_B__,par_4_184,par_4_300,105.0,198,201
4_I14-092_2023I14_2_1_4__9_B__,par_4_300,par_4_183,233.0,201,197
4_I14-092_2023I14_2_1_4__9_B__,par_4_183,par_4_182,384.0,197,196
4_I14-101_2023I14_1_1_4__10_A__,par_4_274,par_4_187,80.0,224,204
4_I14-101_2023I14_1_1_4__10_A__,par_4_187,par_4_188,166.0,204,205
4_I14-101_2023I14_1_1_4__10_A__,par_4_188,par_4_189,120.0,205,206
4_I14-101_2023I14_1_1_4__10_A__,par_4_189,par_4_190,97.0,206,207
4_I14-101_2023I14_1_1_4__10_A__,par_4_190,par_4_191,104.0,207,208
4_I14-101_2023I14_1_1_4__10_A__,par_4_191,par_4_192,92.0,208,209
4_I14-101_2023I14_1_1_4__10_A__,par_4_192,par_4_193,92.0,209,210
4_I14-101_2023I14_1_1_4__10_A__,par_4_193,par_4_194,100.0,210,211
4_I14-101_2023I14_1_1_4__10_A__,par_4_194,par_4_195,134.0,211,212
4_I14-101_2023I14_1_1_4__10_A__,par_4_195,par_4_196,66.0,212,213
4_I14-101_2023I14_1_1_4__10_A__,par_4_196,par_4_197,79.0,213,214
4_I14-101_2023I14_1_1_4__10_A__,par_4_197,par_4_198,105.0,214,215
4_I14-101_2023I14_1_1_4__10_A__,par_4_198,par_4_199,203.0,215,216
4_I14-101_2023I14_1_1_4__10_A__,par_4_199,par_4_200,219.0,216,217
4_I14-101_2023I14_1_1_4__10_A__,par_4_200,par_4_201,109.0,217,218
4_I14-101_2023I14_1_1_4__10_A__,par_4_201,par_4_202,150.0,218,219
4_I14-101_2023I14_1_1_4__10_A__,par_4_202,par_4_257,221.0,219,223
4_I14-101_2023I14_1_1_4__10_A__,par_4_257,par_4_203,113.0,223,220
4_I14-101_2023I14_1_1_4__10_A__,par_4_203,par_4_204,384.0,220,221
4_I14-101_2023I14_1_1_4__10_A__,par_4_204,par_4_205,83.0,221,222
4_I14-101_2023I14_2_1_4__10_A__,par_4_205,par_4_204,83.0,222,221
4_I14-101_2023I14_2_1_4__10_A__,par_4_204,par_4_203,384.0,221,220
4_I14-101_2023I14_2_1_4__10_A__,par_4_203,par_4_257,113.0,220,223
4_I14-101_2023I14_2_1_4__10_A__,par_4_257,par_4_202,220.0,223,219
4_I14-101_2023I14_2_1_4__10_A__,par_4_202,par_4_201,151.0,219,218
4_I14-101_2023I14_2_1_4__10_A__,par_4_201,par_4_200,109.0,218,217
4_I14-101_2023I14_2_1_4__10_A__,par_4_200,par_4_199,219.0,217,216
4_I14-101_2023I14_2_1_4__10_A__,par_4_199,par_4_198,178.0,216,215
4_I14-101_2023I14_2_1_4__10_A__,par_4_198,par_4_197,107.0,215,214
4_I14-101_2023I14_2_1_4__10_A__,par_4_197,par_4_196,79.0,214,213
4_I14-101_2023I14_2_1_4__10_A__,par_4_196,par_4_195,66.0,213,212
4_I14-101_2023I14_2_1_4__10_A__,par_4_195,par_4_194,134.0,212,211
4_I14-101_2023I14_2_1_4__10_A__,par_4_194,par_4_193,100.0,211,210
4_I14-101_2023I14_2_1_4__10_A__,par_4_193,par_4_192,92.0,210,209
4_I14-101_2023I14_2_1_4__10_A__,par_4_192,par_4_191,92.0,209,208
4_I14-101_2023I14_2_1_4__10_A__,par_4_191,par_4_190,104.0,208,207
4_I14-101_2023I14_2_1_4__10_A__,par_4_190,par_4_189,97.0,207,206
4_I14-101_2023I14_2_1_4__10_A__,par_4_189,par_4_188,120.0,206,205
4_I14-101_2023I14_2_1_4__10_A__,par_4_188,par_4_187,166.0,205,204
4_I14-101_2023I14_2_1_4__10_A__,par_4_187,par_4_274,80.0,204,224
4_I14-102_2023I14_1_1_4__10_B__,par_4_284,par_4_283,143.0,234,233
4_I14-102_2023I14_1_1_4__10_B__,par_4_283,par_4_282,111.0,233,232
4_I14-102_2023I14_1_1_4__10_B__,par_4_282,par_4_281,96.0,232,231
4_I14-102_2023I14_1_1_4__10_B__,par_4_281,par_4_280,165.0,231,230
4_I14-102_2023I14_1_1_4__10_B__,par_4_280,par_4_279,140.0,230,229
4_I14-102_2023I14_1_1_4__10_B__,par_4_279,par_4_278,193.0,229,228
4_I14-102_2023I14_1_1_4__10_B__,par_4_278,par_4_277,145.0,228,227
4_I14-102_2023I14_1_1_4__10_B__,par_4_277,par_4_276,99.0,227,226
4_I14-102_2023I14_1_1_4__10_B__,par_4_276,par_4_275,322.0,226,225
4_I14-102_2023I14_1_1_4__10_B__,par_4_275,par_4_274,63.0,225,224
4_I14-102_2023I14_2_1_4__10_B__,par_4_274,par_4_275,63.0,224,225
4_I14-102_2023I14_2_1_4__10_B__,par_4_275,par_4_276,322.0,225,226
4_I14-102_2023I14_2_1_4__10_B__,par_4_276,par_4_277,99.0,226,227
4_I14-102_2023I14_2_1_4__10_B__,par_4_277,par_4_278,145.0,227,228
4_I14-102_2023I14_2_1_4__10_B__,par_4_278,par_4_279,193.0,228,229
4_I14-102_2023I14_2_1_4__10_B__,par_4_279,par_4_280,140.0,229,230
4_I14-102_2023I14_2_1_4__10_B__,par_4_280,par_4_281,165.0,230,231
4_I14-102_2023I14_2_1_4__10_B__,par_4_281,par_4_282,96.0,231,232
4_I14-102_2023I14_2_1_4__10_B__,par_4_282,par_4_283,111.0,232,233
4_I14-102_2023I14_2_1_4__10_B__,par_4_283,par_4_284,143.0,233,234
4_I14-121_2023I14_1_1_4__12_1__,par_4_209,par_4_210,77.0,242,243
4_I14-121_2023I14_1_1_4__12_1__,par_4_210,par_4_211,108.0,243,244
4_I14-121_2023I14_1_1_4__12_1__,par_4_211,par_4_212,144.0,244,245
4_I14-121_2023I14_1_1_4__12_1__,par_4_212,par_4_213,232.0,245,246
4_I14-121_2023I14_1_1_4__12_1__,par_4_213,par_4_214,112.0,246,247
4_I14-121_2023I14_1_1_4__12_1__,par_4_214,par_4_215,66.0,247,248
4_I14-121_2023I14_1_1_4__12_1__,par_4_215,par_4_216,93.0,248,249
4_I14-121_2023I14_1_1_4__12_1__,par_4_216,par_4_217,137.0,249,250
4_I14-121_2023I14_1_1_4__12_1__,par_4_217,par_4_218,256.0,250,251
4_I14-121_2023I14_1_1_4__12_1__,par_4_218,par_4_219,203.0,251,252
4_I14-121_2023I14_1_1_4__12_1__,par_4_219,par_4_220,70.0,252,253
4_I14-121_2023I14_1_1_4__12_1__,par_4_220,par_4_221,72.0,253,254
4_I14-121_2023I14_1_1_4__12_1__,par_4_221,par_4_222,115.0,254,255
4_I14-121_2023I14_1_1_4__12_1__,par_4_222,par_4_223,243.0,255,256
4_I14-121_2023I14_1_1_4__12_1__,par_4_223,par_4_224,89.0,256,257
4_I14-121_2023I14_1_1_4__12_1__,par_4_224,par_4_225,108.0,257,258
4_I14-121_2023I14_1_1_4__12_1__,par_4_225,par_4_226,117.0,258,259
4_I14-121_2023I14_1_1_4__12_1__,par_4_226,par_4_227,112.0,259,260
4_I14-121_2023I14_1_1_4__12_1__,par_4_227,par_4_228,140.0,260,261
4_I14-121_2023I14_1_1_4__12_1__,par_4_228,par_4_229,79.0,261,262
4_I14-121_2023I14_1_1_4__12_1__,par_4_229,par_4_230,107.0,262,263
4_I14-121_2023I14_1_1_4__12_1__,par_4_230,par_4_231,132.0,263,264
4_I14-121_2023I14_1_1_4__12_1__,par_4_231,par_4_232,93.0,264,265
4_I14-121_2023I14_1_1_4__12_1__,par_4_232,par_4_233,121.0,265,266
4_I14-121_2023I14_1_1_4__12_1__,par_4_233,par_4_234,80.0,266,267
4_I14-121_2023I14_1_1_4__12_1__,par_4_234,par_4_235,100.0,267,268
4_I14-121_2023I14_1_1_4__12_1__,par_4_235,par_4_236,97.0,268,269
4_I14-121_2023I14_1_1_4__12_1__,par_4_236,par_4_209,302.0,269,242
4_I14-122_2023I14_1_1_4__12_2__,par_4_209,par_4_236,302.0,242,269
4_I14-122_2023I14_1_1_4__12_2__,par_4_236,par_4_235,97.0,269,268
4_I14-122_2023I14_1_1_4__12_2__,par_4_235,par_4_234,100.0,268,267
4_I14-122_2023I14_1_1_4__12_2__,par_4_234,par_4_233,79.0,267,266
4_I14-122_2023I14_1_1_4__12_2__,par_4_233,par_4_232,121.0,266,265
4_I14-122_2023I14_1_1_4__12_2__,par_4_232,par_4_231,93.0,265,264
4_I14-122_2023I14_1_1_4__12_2__,par_4_231,par_4_230,132.0,264,263
4_I14-122_2023I14_1_1_4__12_2__,par_4_230,par_4_229,107.0,263,262
4_I14-122_2023I14_1_1_4__12_2__,par_4_229,par_4_228,80.0,262,261
4_I14-122_2023I14_1_1_4__12_2__,par_4_228,par_4_227,139.0,261,260
4_I14-122_2023I14_1_1_4__12_2__,par_4_227,par_4_226,112.0,260,259
4_I14-122_2023I14_1_1_4__12_2__,par_4_226,par_4_225,117.0,259,258
4_I14-122_2023I14_1_1_4__12_2__,par_4_225,par_4_224,108.0,258,257
4_I14-122_2023I14_1_1_4__12_2__,par_4_224,par_4_223,89.0,257,256
4_I14-122_2023I14_1_1_4__12_2__,par_4_223,par_4_222,242.0,256,255
4_I14-122_2023I14_1_1_4__12_2__,par_4_222,par_4_221,115.0,255,254
4_I14-122_2023I14_1_1_4__12_2__,par_4_221,par_4_220,72.0,254,253
4_I14-122_2023I14_1_1_4__12_2__,par_4_220,par_4_219,71.0,253,252
4_I14-122_2023I14_1_1_4__12_2__,par_4_219,par_4_218,202.0,252,251
4_I14-122_2023I14_1_1_4__12_2__,par_4_218,par_4_217,255.0,251,250
4_I14-122_2023I14_1_1_4__12_2__,par_4_217,par_4_216,137.0,250,249
4_I14-122_2023I14_1_1_4__12_2__,par_4_216,par_4_215,93.0,249,248
4_I14-122_2023I14_1_1_4__12_2__,par_4_215,par_4_214,66.0,248,247
4_I14-122_2023I14_1_1_4__12_2__,par_4_214,par_4_213,112.0,247,246
4_I14-122_2023I14_1_1_4__12_2__,par_4_213,par_4_212,231.0,246,245
4_I14-122_2023I14_1_1_4__12_2__,par_4_212,par_4_211,144.0,245,244
4_I14-122_2023I14_1_1_4__12_2__,par_4_211,par_4_210,108.0,244,243
4_I14-122_2023I14_1_1_4__12_2__,par_4_210,par_4_209,77.0,243,242
4_I14-ROP_2023I14_1_1_4__R___,par_4_237,par_4_238,185.0,270,271
4_I14-ROP_2023I14_2_1_4__R___,par_4_238,par_4_237,185.0,271,270
4_I15-001_2023I15_1_1_4__1___,par_4_263,par_4_262,190.0,21,20
4_I15-001_2023I15_1_1_4__1___,par_4_262,par_4_261,127.0,20,19
4_I15-001_2023I15_1_1_4__1___,par_4_261,par_4_1,182.0,19,0
4_I15-001_2023I15_1_1_4__1___,par_4_1,par_4_2,81.0,0,11
4_I15-001_2023I15_1_1_4__1___,par_4_2,par_4_3,87.0,11,26
4_I15-001_2023I15_1_1_4__1___,par_4_3,par_4_4,120.0,26,27
4_I15-001_2023I15_1_1_4__1___,par_4_4,par_4_5,85.0,27,28
4_I15-001_2023I15_1_1_4__1___,par_4_5,par_4_6,68.0,28,29
4_I15-001_2023I15_1_1_4__1___,par_4_6,par_4_7,81.0,29,30
4_I15-001_2023I15_1_1_4__1___,par_4_7,par_4_8,117.0,30,31
4_I15-001_2023I15_1_1_4__1___,par_4_8,par_4_9,111.0,31,32
4_I15-001_2023I15_1_1_4__1___,par_4_9,par_4_10,75.0,32,1
4_I15-001_2023I15_1_1_4__1___,par_4_10,par_4_11,109.0,1,2
4_I15-001_2023I15_1_1_4__1___,par_4_11,par_4_12,51.0,2,3
4_I15-001_2023I15_1_1_4__1___,par_4_12,par_4_13,106.0,3,4
4_I15-001_2023I15_1_1_4__1___,par_4_13,par_4_14,77.0,4,5
4_I15-001_2023I15_1_1_4__1___,par_4_14,par_4_15,107.0,5,6
4_I15-001_2023I15_1_1_4__1___,par_4_15,par_4_16,48.0,6,7
4_I15-001_2023I15_1_1_4__1___,par_4_16,par_4_17,111.0,7,8
4_I15-001_2023I15_1_1_4__1___,par_4_17,par_4_18,85.0,8,9
4_I15-001_2023I15_1_1_4__1___,par_4_18,par_4_19,111.0,9,10
4_I15-001_2023I15_1_1_4__1___,par_4_19,par_4_20,74.0,10,12
4_I15-001_2023I15_1_1_4__1___,par_4_20,par_4_21,91.0,12,13
4_I15-001_2023I15_1_1_4__1___,par_4_21,par_4_22,88.0,13,14
4_I15-001_2023I15_1_1_4__1___,par_4_22,par_4_23,103.0,14,15
4_I15-001_2023I15_1_1_4__1___,par_4_23,par_4_24,100.0,15,16
4_I15-001_2023I15_1_1_4__1___,par_4_24,par_4_25,209.0,16,17
4_I15-001_2023I15_1_1_4__1___,par_4_25,par_4_26,79.0,17,18
4_I15-001_2023I15_1_1_4__1___,par_4_26,par_4_27,126.0,18,22
4_I15-001_2023I15_1_1_4__1___,par_4_27,par_4_293,107.0,22,23
4_I15-001_2023I15_1_1_4__1___,par_4_293,par_4_294,214.0,23,24
4_I15-001_2023I15_1_1_4__1___,par_4_294,par_4_295,102.0,24,25
4_I15-001_2023I15_2_1_4__1___,par_4_295,par_4_294,102.0,25,24
4_I15-001_2023I15_2_1_4__1___,par_4_294,par_4_293,215.0,24,23
4_I15-001_2023I15_2_1_4__1___,par_4_293,par_4_27,107.0,23,22
4_I15-001_2023I15_2_1_4__1___,par_4_27,par_4_26,125.0,22,18
4_I15-001_2023I15_2_1_4__1___,par_4_26,par_4_25,80.0,18,17
4_I15-001_2023I15_2_1_4__1___,par_4_25,par_4_24,209.0,17,16
4_I15-001_2023I15_2_1_4__1___,par_4_24,par_4_23,99.0,16,15
4_I15-001_2023I15_2_1_4__1___,par_4_23,par_4_22,103.0,15,14
4_I15-001_2023I15_2_1_4__1___,par_4_22,par_4_21,89.0,14,13
4_I15-001_2023I15_2_1_4__1___,par_4_21,par_4_20,90.0,13,12
4_I15-001_2023I15_2_1_4__1___,par_4_20,par_4_19,74.0,12,10
4_I15-001_2023I15_2_1_4__1___,par_4_19,par_4_18,112.0,10,9
4_I15-001_2023I15_2_1_4__1___,par_4_18,par_4_17,84.0,9,8
4_I15-001_2023I15_2_1_4__1___,par_4_17,par_4_16,111.0,8,7
4_I15-001_2023I15_2_1_4__1___,par_4_16,par_4_15,49.0,7,6
4_I15-001_2023I15_2_1_4__1___,par_4_15,par_4_14,107.0,6,5
4_I15-001_2023I15_2_1_4__1___,par_4_14,par_4_13,76.0,5,4
4_I15-001_2023I15_2_1_4__1___,par_4_13,par_4_12,107.0,4,3
4_I15-001_2023I15_2_1_4__1___,par_4_12,par_4_11,51.0,3,2
4_I15-001_2023I15_2_1_4__1___,par_4_11,par_4_10,109.0,2,1
4_I15-001_2023I15_2_1_4__1___,par_4_10,par_4_9,75.0,1,32
4_I15-001_2023I15_2_1_4__1___,par_4_9,par_4_8,111.0,32,31
4_I15-001_2023I15_2_1_4__1___,par_4_8,par_4_7,116.0,31,30
4_I15-001_2023I15_2_1_4__1___,par_4_7,par_4_6,81.0,30,29
4_I15-001_2023I15_2_1_4__1___,par_4_6,par_4_5,69.0,29,28
4_I15-001_2023I15_2_1_4__1___,par_4_5,par_4_4,84.0,28,27
4_I15-001_2023I15_2_1_4__1___,par_4_4,par_4_3,120.0,27,26
4_I15-001_2023I15_2_1_4__1___,par_4_3,par_4_2,88.0,26,11
4_I15-001_2023I15_2_1_4__1___,par_4_2,par_4_1,81.0,11,0
4_I15-001_2023I15_2_1_4__1___,par_4_1,par_4_261,182.0,0,19
4_I15-001_2023I15_2_1_4__1___,par_4_261,par_4_262,126.0,19,20
4_I15-001_2023I15_2_1_4__1___,par_4_262,par_4_263,190.0,20,21
4_I15-002_2023I15_1_1_4__2___,par_4_325,par_4_324,129.0,42,41
4_I15-002_2023I15_1_1_4__2___,par_4_324,par_4_323,162.0,41,40
4_I15-002_2023I15_1_1_4__2___,par_4_323,par_4_322,212.0,40,39
4_I15-002_2023I15_1_1_4__2___,par_4_322,par_4_260,164.0,39,33
4_I15-002_2023I15_1_1_4__2___,par_4_260,par_4_28,211.0,33,34
4_I15-002_2023I15_1_1_4__2___,par_4_28,par_4_29,92.0,34,35
4_I15-002_2023I15_1_1_4__2___,par_4_29,par_4_30,94.0,35,36
4_I15-002_2023I15_1_1_4__2___,par_4_30,par_4_31,62.0,36,37
4_I15-002_2023I15_1_1_4__2___,par_4_31,par_4_32,80.0,37,38
4_I15-002_2023I15_1_1_4__2___,par_4_32,par_4_33,111.0,38,43
4_I15-002_2023I15_1_1_4__2___,par_4_33,par_4_34,68.0,43,44
4_I15-002_2023I15_1_1_4__2___,par_4_34,par_4_35,51.0,44,45
4_I15-002_2023I15_1_1_4__2___,par_4_35,par_4_36,73.0,45,46
4_I15-002_2023I15_1_1_4__2___,par_4_36,par_4_37,64.0,46,47
4_I15-002_2023I15_1_1_4__2___,par_4_37,par_4_38,61.0,47,48
4_I15-002_2023I15_1_1_4__2___,par_4_38,par_4_39,93.0,48,49
4_I15-002_2023I15_1_1_4__2___,par_4_39,par_4_40,42.0,49,50
4_I15-002_2023I15_1_1_4__2___,par_4_40,par_4_41,105.0,50,51
4_I15-002_2023I15_1_1_4__2___,par_4_41,par_4_42,113.0,51,52
